Store,Product,Price,Rating,Number of Reviews,Calories
Holly's Donuts,"Turkey Breast, Eggs, and Cheese",9.8,100.0,4,
Holly's Donuts,"Avocado, Eggs & Cheese",9.8,100.0,23,
Holly's Donuts,"Ham, Eggs, and Cheese Croissant",9.8,100.0,17,
Holly's Donuts,Turkey Breast Sandwich,9.8,90.0,20,
Holly's Donuts,B.L.T Sandwich ,9.8,100.0,13,
Holly's Donuts,Egg Salad Sandwich,9.8,100.0,26,
Holly's Donuts,Tuna Salad Sandwich,9.8,100.0,10,
Holly's Donuts,Pastrami Sandwich,10.5,100.0,8,
Holly's Donuts,Chicken Salad Sandwich,9.8,100.0,13,
Holly's Donuts,Ham Sandwich,9.8,,0,
Holly's Donuts,Roast Beef Sandwich,9.8,100.0,4,
Holly's Donuts,Ruffles Cheddar Chips,3.5,100.0,5,
Holly's Donuts,Doritos Chips ( Ranch ),3.5,,0,
Holly's Donuts,Onion Ring,3.5,,0,
Holly's Donuts,Lays Chips,3.5,100.0,5,
Holly's Donuts,Lays Chips BBQ,3.5,,0,
Holly's Donuts,Lays Chips Limon,3.5,,0,
Holly's Donuts,Coffee,3.15,,0,
Holly's Donuts,Fresh Juice,8.4,,0,
Holly's Donuts,Iced Coffee,5.6,,0,
Holly's Donuts,Thai Iced Coffee,6.3,,0,
Holly's Donuts,Smoothie,7.7,,0,
Holly's Donuts,Soda,2.1,100.0,10,
Holly's Donuts,Bottled Orange Juice,4.2,100.0,19,
Holly's Donuts,Ice Vanilla Latte,7.7,,0,
Holly's Donuts,Apple Juice ,3.85,,0,
Holly's Donuts,Dr Pepper ( Can ),2.1,,0,
Holly's Donuts,Vanilla Latte,5.95,,0,
Holly's Donuts,Thai Iced Tea,6.3,,0,
Holly's Donuts,Coffee Mocha,5.95,,0,
Holly's Donuts,Espresso,5.25,100.0,3,
Holly's Donuts,Thai Ice Coffee ( Blended ),7.7,,0,
Holly's Donuts,Iced Americano Espresso,6.3,,0,
Holly's Donuts,Bottled Water,1.75,,0,
Holly's Donuts,Iced Coffee Mocha Blended,7.7,,0,
Holly's Donuts,Cappuccino,5.25,,0,
Holly's Donuts,Coffee Latte,5.25,,0,
Holly's Donuts,Snapple,3.85,100.0,3,
Holly's Donuts,Hazelnut Coffee Latte,5.95,,0,
Holly's Donuts,Milk,4.2,,0,
Holly's Donuts,Arizona,2.8,100.0,3,
Holly's Donuts,Iced Mocha Blended,7.7,,0,
Holly's Donuts,Starbucks Frappuccino Bottle,4.2,100.0,3,
Holly's Donuts,French Vanilla Cappuccino,4.9,,0,
Holly's Donuts,Thai Ice Tea ( Blended ),7.7,,0,
Holly's Donuts,Herbal Tea,3.15,,0,
Holly's Donuts,Black Tea,3.15,,0,
Holly's Donuts,Vitamin Water,3.85,,0,
Holly's Donuts,Green Tea,3.15,,0,
Holly's Donuts,Iced Espresso,6.3,,0,
Holly's Donuts,Hot Chocolate,4.9,100.0,4,
Holly's Donuts,Lipton Tea,3.15,,0,
Holly's Donuts,Nesquik,4.2,,0,
Holly's Donuts,Canada Dry ( Can ),2.1,,0,
Holly's Donuts,Perrier,3.85,,0,
Holly's Donuts,Coconut Water ,3.85,,0,
Tacos 1986 (Westwood),Asada Burrito,14.95,90.0,30,
Tacos 1986 (Westwood),Asada Taco,4.02,94.0,17,
Tacos 1986 (Westwood),Pollo Taco,4.02,100.0,7,
Tacos 1986 (Westwood),Adobada Taco,4.02,90.0,10,
Tacos 1986 (Westwood),Adobada Burrito,14.95,100.0,8,
Tacos 1986 (Westwood),Pollo Burrito,14.95,100.0,4,
Tacos 1986 (Westwood),#2 Quesadilla Combo,14.95,71.0,7,
Tacos 1986 (Westwood),Asada Quesadilla,5.17,83.0,6,
Tacos 1986 (Westwood),Adobada Quesadilla,5.17,100.0,5,
Tacos 1986 (Westwood),Pollo Quesadilla,5.17,,0,
Tacos 1986 (Westwood),Mushroom Taco,4.02,100.0,8,
Tacos 1986 (Westwood),CVT Vanilla,6.0,100.0,4,
Tacos 1986 (Westwood),CVT Chocolate,6.0,100.0,3,
Tacos 1986 (Westwood),The Taco Platter,51.75,100.0,6,
Tacos 1986 (Westwood),20 Person Platter,281.75,,0,
Tacos 1986 (Westwood),1LB of Adobada (Pork Al Pastor),18.0,,0,
Tacos 1986 (Westwood),1LB of Carne Asada (Steak),24.0,,0,
Tacos 1986 (Westwood),1LB of Pollo Asado (Grilled Chicken),18.0,,0,
Tacos 1986 (Westwood),1LB of Hongos (Mushroom),24.0,,0,
Tacos 1986 (Westwood),12 Pack of Corn Tortillas,6.0,,0,
Tacos 1986 (Westwood),12 Pack of Flour Tortillas,10.0,,0,
Tacos 1986 (Westwood),#2 Quesadilla Combo,14.95,71.0,7,
Tacos 1986 (Westwood),#1 Taco Combo,11.5,84.0,25,
Tacos 1986 (Westwood),#3 Mulita Combo,16.1,100.0,3,
Tacos 1986 (Westwood),#4 Vampiro Combo,16.96,,0,
Tacos 1986 (Westwood),#5 Perron Combo,16.96,,0,
Tacos 1986 (Westwood),Adobada Burrito,14.95,100.0,8,
Tacos 1986 (Westwood),Asada Burrito,14.95,90.0,30,
Tacos 1986 (Westwood),Pollo Burrito,14.95,100.0,4,
Tacos 1986 (Westwood),Mushroom Burrito,14.95,,0,
Tacos 1986 (Westwood),Adobada Taco,4.02,90.0,10,
Tacos 1986 (Westwood),Asada Taco,4.02,94.0,17,
Tacos 1986 (Westwood),Pollo Taco,4.02,100.0,7,
Tacos 1986 (Westwood),Mushroom Taco,4.02,100.0,8,
Tacos 1986 (Westwood),Adobada Quesadilla,5.17,100.0,5,
Tacos 1986 (Westwood),Asada Quesadilla,5.17,83.0,6,
Tacos 1986 (Westwood),Pollo Quesadilla,5.17,,0,
Tacos 1986 (Westwood),Mushroom Quesadilla,5.17,,0,
Tacos 1986 (Westwood),Cheese Quesadilla,3.5,66.0,3,
Tacos 1986 (Westwood),Adobada Mulita,5.46,33.0,3,
Tacos 1986 (Westwood),Asada Mulita,5.46,60.0,5,
Tacos 1986 (Westwood),Pollo Mulita,5.46,,0,
Tacos 1986 (Westwood),Mushroom Mulita,5.46,,0,
Tacos 1986 (Westwood),Adobada Vampiro,5.75,80.0,5,
Tacos 1986 (Westwood),Asada Vampiro,5.75,,0,
Tacos 1986 (Westwood),Pollo Vampiro,5.75,,0,
Tacos 1986 (Westwood),Mushroom Vampiro,5.75,,0,
Tacos 1986 (Westwood),Adobada Perron,5.75,,0,
Tacos 1986 (Westwood),Asada Perron,5.75,100.0,3,
Tacos 1986 (Westwood),Pollo Perron,5.75,,0,
Tacos 1986 (Westwood),Mushroom Perron,5.75,,0,
Tacos 1986 (Westwood),Adobada Bowl,11.44,80.0,5,
Tacos 1986 (Westwood),Asada Bowl,11.44,,0,
Tacos 1986 (Westwood),Pollo Bowl,11.44,,0,
Tacos 1986 (Westwood),Mushroom Bowl,11.44,,0,
Tacos 1986 (Westwood),Mexican Coca Cola,4.0,100.0,3,
Tacos 1986 (Westwood),Topo Chico,4.0,,0,
Tacos 1986 (Westwood),Mexican Sprite,4.0,,0,
Tacos 1986 (Westwood),Horchata,4.0,100.0,3,
Tacos 1986 (Westwood),Jamaica,4.0,,0,
Tacos 1986 (Westwood),Limonada,4.0,,0,
Tacos 1986 (Westwood),Diet Coke 8oz,4.0,,0,
Tacos 1986 (Westwood),Fountain Coca Cola,3.5,,0,
Tacos 1986 (Westwood),Fountain Diet Coke,3.5,,0,
Tacos 1986 (Westwood),Fountain Coke Zero,3.5,,0,
Tacos 1986 (Westwood),Fountain Orange Fanta,3.5,,0,
Tacos 1986 (Westwood),Fountain Dr Pepper,3.5,,0,
Tacos 1986 (Westwood),Fountain Sprite,3.5,,0,
Tacos 1986 (Westwood),Kids Quesadillas,7.45,,0,
Tacos 1986 (Westwood),Kids Tacos,7.45,,0,
Tacos 1986 (Westwood),Corn Tortilla,0.5,,0,
Tacos 1986 (Westwood),Flour Tortilla,0.75,,0,
Tacos 1986 (Westwood),Tostada,0.5,66.0,3,
Tacos 1986 (Westwood),Salsa Macha Bottle,13.8,,0,
Tacos 1986 (Westwood),La Fresa,0.75,66.0,6,
Tacos 1986 (Westwood),La Macha,0.75,50.0,6,
Tacos 1986 (Westwood),La Morita,0.5,78.0,14,
Tacos 1986 (Westwood),La Ranchera,0.5,85.0,7,
Tacos 1986 (Westwood),La Verde,0.5,87.0,16,
Bollywood Bites,Samosa (2 pieces),5.99,94.0,105,
Bollywood Bites,Chicken Tikka Masala (Thali),25.99,85.0,150,
Bollywood Bites,Saag Paneer (Thali),25.99,83.0,18,
Bollywood Bites,Tandoori Chicken Salad,14.99,,0,
Bollywood Bites,Aloo Gobhi (Thali),24.99,,0,
Bollywood Bites,Vegetable Biryani,15.99,,0,
Bollywood Bites,Lamb Korma (Thali),27.99,100.0,4,
Bollywood Bites,Lentil Soup,9.99,100.0,16,
Bollywood Bites,Chicken Soup,11.99,,0,
Bollywood Bites,Vegetable Soup,9.99,100.0,3,
Bollywood Bites,Tandoori Chicken Salad,14.99,,0,
Bollywood Bites,Green Garden Salad,11.99,,0,
Bollywood Bites,Paneer Salad,14.99,,0,
Bollywood Bites,Samosa (2 pieces),5.99,94.0,105,
Bollywood Bites,Aloo Tikki Chaat,13.99,62.0,8,
Bollywood Bites,Samosa Chaat,15.99,95.0,22,
Bollywood Bites,Veg Pakoras,9.99,90.0,10,
Bollywood Bites,Pappadum,5.5,86.0,22,
Bollywood Bites,Fish Pakoras,11.25,,0,
Bollywood Bites,Shrimp Nugget,15.99,,0,
Bollywood Bites,Chicken Nugget,12.99,75.0,4,
Bollywood Bites,Pani Puri,12.99,81.0,16,
Bollywood Bites,Pav Bhaji,16.99,89.0,39,
Bollywood Bites,Chole Batura,16.99,91.0,35,
Bollywood Bites,Bel Puri,11.99,72.0,25,
Bollywood Bites,Sev Puri,11.99,,0,
Bollywood Bites,Chicken Frankie Wrap,16.99,95.0,22,
Bollywood Bites,Veggie Kathi Roll,14.99,71.0,7,
Bollywood Bites,Veggie Frankie Wrap,15.99,66.0,6,
Bollywood Bites,Chicken Kathi Roll,15.99,81.0,27,
Bollywood Bites,Chicken Keema Pav,17.99,,0,
Bollywood Bites,Chicken Naan Wrap,13.99,86.0,29,
Bollywood Bites,Lamb Kathi Roll,16.5,80.0,5,
Bollywood Bites,Lamb Frankie Wrap,17.99,80.0,10,
Bollywood Bites,Lamb Naan Wrap,15.99,66.0,3,
Bollywood Bites,Veggie Naan Wrap,12.99,,0,
Bollywood Bites,Lamb Keema Pav,18.99,100.0,7,
Bollywood Bites,Mirchi Bada,14.99,100.0,3,
Bollywood Bites,Chicken Tikka Masala (Thali),25.99,85.0,150,
Bollywood Bites,Chicken Tikka Masala (A-La-Carte),16.99,96.0,157,
Bollywood Bites,Butter Chicken (A-La-Carte),19.99,96.0,131,
Bollywood Bites,Chicken Curry (A-La-Carte),16.99,87.0,16,
Bollywood Bites,Butter Chicken (Thali),26.99,81.0,48,
Bollywood Bites,Coconut Chicken Curry (A-La-Carte),17.99,,0,
Bollywood Bites,Chicken Vindaloo (A-La-Carte),16.99,85.0,7,
Bollywood Bites,Chicken Saag (A-La-Carte),18.99,85.0,7,
Bollywood Bites,Coconut Chicken Curry (Thali),25.99,,0,
Bollywood Bites,Chicken Saag (Thali),26.99,100.0,4,
Bollywood Bites,Chicken Curry (Thali),25.99,71.0,7,
Bollywood Bites,Chicken Vindaloo (Thali),25.99,100.0,3,
Bollywood Bites,Lamb Korma (A-La-Carte),19.99,88.0,17,
Bollywood Bites,Lamb Curry (A-La-Carte),19.99,100.0,9,
Bollywood Bites,Lamb Saag (A-La-Carte),18.99,83.0,6,
Bollywood Bites,Lamb Vindaloo (A-La-Carte),18.99,86.0,15,
Bollywood Bites,Lamb Curry (Thali),27.99,75.0,4,
Bollywood Bites,Lamb Vindaloo (Thali),26.99,100.0,8,
Bollywood Bites,Lamb Korma (Thali),27.99,100.0,4,
Bollywood Bites,Lamb Coconut Curry (A-La-Carte),19.99,,0,
Bollywood Bites,Lamb Saag (Thali),26.99,,0,
Bollywood Bites,Lamb Coconut Curry (Thali),27.99,75.0,4,
Bollywood Bites,Shrimp Masala (A-La-Carte),18.99,100.0,3,
Bollywood Bites,Grilled Fish (A-La-Carte),19.99,75.0,4,
Bollywood Bites,Goa Coconut Shrimp Curry (A-La-Carte),19.99,100.0,3,
Bollywood Bites,Fish Masala (Thali),26.99,75.0,4,
Bollywood Bites,Goa Coconut Fish Curry (A-La-Carte),19.99,100.0,4,
Bollywood Bites,Goa Coconut Fish Curry (Thali),27.99,,0,
Bollywood Bites,Fish Masala (A-La-Carte),18.99,50.0,4,
Bollywood Bites,Shrimp Masala (Thali),26.99,60.0,5,
Bollywood Bites,Haryali Shrimp (Thali),28.99,,0,
Bollywood Bites,Haryali Shrimp (A-La-Carte),20.0,,0,
Bollywood Bites,Grilled Fish (Thali),27.99,,0,
Bollywood Bites,Goa Coconut Shrimp Curry (Thali),27.99,50.0,4,
Bollywood Bites,Saag Paneer (Thali),25.99,83.0,18,
Bollywood Bites,Paneer Masala (A-La-Carte),16.5,96.0,66,
Bollywood Bites,Saag Paneer (A-La-Carte),16.99,85.0,48,
Bollywood Bites,Chana Masala (A-La-Carte),13.5,92.0,25,
Bollywood Bites,Dal Makhani (A-La-Carte),13.99,92.0,26,
Bollywood Bites,Kadai Paneer (A-La-Carte),16.99,,0,
Bollywood Bites,Aloo Gobhi (A-La-Carte),15.99,90.0,20,
Bollywood Bites,Veggie Cocount Curry (A-La-Carte),15.99,91.0,12,
Bollywood Bites,Tofu Masala (A-La-Carte),16.5,88.0,9,
Bollywood Bites,Bagan Bharta (A-La-Carte),15.99,92.0,13,
Bollywood Bites,Bhindi Masala (A-La-Carte),15.99,91.0,12,
Bollywood Bites,Malai Kofta (A-La-Carte),16.99,100.0,18,
Bollywood Bites,Aloo Matar (A-La-Carte),15.99,91.0,12,
Bollywood Bites,Malai Kofta (Thali),26.99,,0,
Bollywood Bites,Matar Paneer (Thali),25.99,,0,
Bollywood Bites,Matar Paneer (A-La-Carte),16.99,,0,
Bollywood Bites,Paneer Masala (Thali),25.99,,0,
Bollywood Bites,Dal Makhani (Thali),22.99,,0,
Bollywood Bites,Chana Masala (Thali),24.99,,0,
Bollywood Bites,Kadai Paneer (Thali),26.99,,0,
Bollywood Bites,Bhindi Masala (Thali),24.99,,0,
Bollywood Bites,Tofu Masala (Thali),25.99,,0,
Bollywood Bites,Aloo Gobhi (Thali),24.99,,0,
Bollywood Bites,Aloo Matar (Thali),24.99,,0,
Bollywood Bites,Bagan Bharta (Thali),24.99,,0,
Bollywood Bites,Veggie Cocount Curry (Thali),24.99,100.0,5,
Bollywood Bites,Hyderabadi Chicken Biryani,16.99,89.0,99,
Bollywood Bites,Vegetable Biryani,15.99,,0,
Bollywood Bites,Chicken Fried Rice,19.99,,0,
Bollywood Bites,Lamb Biryani,19.99,92.0,25,
Bollywood Bites,Veg Fried Rice,19.99,,0,
Bollywood Bites,Shrimp Biryani,19.99,75.0,8,
Bollywood Bites,Naan,3.25,94.0,321,
Bollywood Bites,Tandoori Roti,3.99,95.0,23,
Bollywood Bites,Paratha,4.99,92.0,27,
Bollywood Bites,Aloo Paratha,6.5,66.0,3,
Bollywood Bites,Gobhi Paratha,6.99,,0,
Bollywood Bites,Peshawari Naan,6.99,,0,
Bollywood Bites,Lacha Paratha,6.75,,0,
Bollywood Bites,Basmati Rice,6.5,95.0,199,
Bollywood Bites,Raita,4.99,86.0,53,
Bollywood Bites,Mango Chutney,3.99,85.0,14,
Bollywood Bites,Pickle,3.5,100.0,5,
Bollywood Bites,Gulab Jammun,5.5,78.0,14,
Bollywood Bites,Kheer,6.5,57.0,7,
Bollywood Bites,Faluda Kulfi,6.5,,0,
Bollywood Bites,Mango Kulfi,6.5,100.0,3,
Bollywood Bites,Pistachio Kulfi,6.5,80.0,5,
Bollywood Bites,Limca,7.5,60.0,5,
Bollywood Bites,Mango Lassi,6.5,80.0,5,
Bollywood Bites,Masala Chai,5.5,33.0,3,
Bollywood Bites,Lassi,6.5,85.0,41,
Bollywood Bites,Iced Chai Latte,7.5,100.0,5,
Bollywood Bites,Thumbs Up,7.5,100.0,5,
Bollywood Bites,Vegan* Mango Lassi,7.5,,0,
Bollywood Bites,Salty Lassi,5.5,,0,
Belgium Waffle Haus,Build Your Own Waffle,9.0,97.0,40,
Belgium Waffle Haus,Ham & Cheese Croissant,5.45,100.0,10,
Belgium Waffle Haus,Avocado tartine,16.0,100.0,3,
Belgium Waffle Haus,Morning Haus Waffle,16.0,100.0,12,
Belgium Waffle Haus,Smoked salmon tartine ,19.0,,0,
Belgium Waffle Haus,Almond Croissant,5.25,75.0,4,
Belgium Waffle Haus,Pico guacamole chicken sandwich ,19.0,,0,
Belgium Waffle Haus,Breakfast Sandwich   ,17.0,100.0,13,
Belgium Waffle Haus,Bacon & Scrambled Egg Waffle,17.0,91.0,12,
Belgium Waffle Haus,Build Your Own Waffle,9.0,97.0,40,
Belgium Waffle Haus,Morning Haus Waffle,16.0,100.0,12,
Belgium Waffle Haus,Bacon & Scrambled Egg Waffle,17.0,91.0,12,
Belgium Waffle Haus,Smoked Salmon and Eggs Waffle,20.0,80.0,10,
Belgium Waffle Haus,Ham and Eggs Waffle,19.0,75.0,4,
Belgium Waffle Haus,Breakfast Sandwich   ,17.0,100.0,13,
Belgium Waffle Haus,Pico guacamole chicken sandwich ,19.0,,0,
Belgium Waffle Haus,Black forest ham sandwich     ,19.0,100.0,11,
Belgium Waffle Haus,Breakfast Burrito,17.0,,0,
Belgium Waffle Haus,BYO Omelet,11.0,,0,
Belgium Waffle Haus,Avocado tartine,16.0,100.0,3,
Belgium Waffle Haus,Smoked salmon tartine ,19.0,,0,
Belgium Waffle Haus,Chicken Caesar salad ,19.0,100.0,3,
Belgium Waffle Haus,Haus Salad,15.0,,0,
Belgium Waffle Haus,Mac & Cheese,8.0,,0,
Belgium Waffle Haus,Tomato Basil Soup,9.0,100.0,5,
Belgium Waffle Haus,Clam Chowder in a Bread Bowl,13.0,,0,
Belgium Waffle Haus,Chocolate Croissant,4.35,83.0,6,
Belgium Waffle Haus,Ham & Cheese Croissant,5.45,100.0,10,
Belgium Waffle Haus,Almond Croissant,5.25,75.0,4,
Belgium Waffle Haus,Croissant,3.85,,0,
Belgium Waffle Haus,Jalapeno & Cheese Croissant,5.45,100.0,3,
Belgium Waffle Haus,Chocolate Chip Muffin,4.25,,0,
Belgium Waffle Haus,Blueberry Muffin,4.25,,0,
Belgium Waffle Haus,Americano,5.0,,0,
Belgium Waffle Haus,Hot Chocolate,5.25,,0,
Belgium Waffle Haus,Latte,6.25,100.0,18,
Belgium Waffle Haus,Cappuccino,6.0,,0,
Belgium Waffle Haus,Dirty Chai ,7.0,66.0,3,
Belgium Waffle Haus,Espresso,4.5,,0,
Belgium Waffle Haus,Brew Coffee,4.5,100.0,5,
Belgium Waffle Haus,Mocha,7.0,,0,
Belgium Waffle Haus,Flavored Iced Latte,6.75,100.0,11,
Belgium Waffle Haus,Iced Latte,6.5,100.0,3,
Belgium Waffle Haus,Iced Americano,5.25,,0,
Belgium Waffle Haus,Affogato,7.5,,0,
Belgium Waffle Haus,Nitro Cold Brew ,7.0,,0,
Belgium Waffle Haus,Orange juice,5.0,100.0,4,
Belgium Waffle Haus,Lemonade,4.5,100.0,5,
Belgium Waffle Haus,Apple juice,3.0,,0,
Belgium Waffle Haus,Kombucha,5.5,,0,
Belgium Waffle Haus,Hibiscus Ice Tea,4.5,,0,
Belgium Waffle Haus,Matcha Green Tea,7.5,85.0,7,
Belgium Waffle Haus,Chai Latte,6.5,,0,
Belgium Waffle Haus,Black Ice Tea,4.5,,0,
Headlines Diner & Grill,Healthy Omelet,19.99,,0,
Headlines Diner & Grill,Steak and Egg,23.99,,0,
Headlines Diner & Grill,Joe's Breakfast,18.99,,0,
Headlines Diner & Grill,Chicken Omelet,19.99,,0,
Headlines Diner & Grill,Steak Fajita Quesadilla,18.99,,0,
Headlines Diner & Grill,Breakfast Burrito,16.99,100.0,3,
Headlines Diner & Grill,B.L.T,15.99,,0,
Headlines Diner & Grill,Tuna Melt,16.99,100.0,4,
Headlines Diner & Grill,Mango Habanero Wings,11.99,,0,
Headlines Diner & Grill,Chili Cheese Fries,13.99,,0,
Headlines Diner & Grill,Steak Quesadilla,17.99,,0,
Headlines Diner & Grill,Mushroom Bacon Quesadilla,17.99,,0,
Headlines Diner & Grill,1/4lb. Headliner,11.54,,0,
Headlines Diner & Grill, ,16.49,,0,
Headlines Diner & Grill,1/2lb. The Original Headliner,13.29,,0,
Headlines Diner & Grill, ,18.99,,0,
Headlines Diner & Grill,1/2lb. BBQ Bacon,13.29,,0,
Headlines Diner & Grill, ,18.99,,0,
Headlines Diner & Grill,1/2lb. Patty Melt,13.29,,0,
Headlines Diner & Grill, ,18.99,,0,
Headlines Diner & Grill,Ortega Burger,11.38,,0,
Headlines Diner & Grill, ,16.25,,0,
Headlines Diner & Grill,Turkey Burger,11.89,,0,
Headlines Diner & Grill, ,16.99,,0,
Headlines Diner & Grill,Veggie Burger,11.89,,0,
Headlines Diner & Grill, ,16.99,,0,
Headlines Diner & Grill,Salmon Burger,12.59,,0,
Headlines Diner & Grill, ,17.99,,0,
Headlines Diner & Grill,Beyond Burger,12.59,,0,
Headlines Diner & Grill, ,17.99,,0,
Headlines Diner & Grill,1/4lb. Jalapeno Chipotle Burger,11.54,,0,
Headlines Diner & Grill, ,16.49,,0,
Headlines Diner & Grill,1/4lb. Swiss Cheese Mushroom,11.54,,0,
Headlines Diner & Grill, ,16.49,,0,
Headlines Diner & Grill,Teriyaki Burger,11.54,,0,
Headlines Diner & Grill, ,16.49,,0,
Headlines Diner & Grill,Crispy Hash Browns,8.99,,0,
Headlines Diner & Grill,Joe's Breakfast,18.99,,0,
Headlines Diner & Grill,Asparagus Omelet,19.99,,0,
Headlines Diner & Grill,Chicken N Waffle,19.99,,0,
Headlines Diner & Grill,Westwood Omelet,19.99,,0,
Headlines Diner & Grill,Bruin Special,19.99,,0,
Headlines Diner & Grill,Steak and Egg,23.99,,0,
Headlines Diner & Grill,Turkey Pesto Omelet,19.99,,0,
Headlines Diner & Grill,Denver Omelet,19.99,,0,
Headlines Diner & Grill,Chicken Omelet,19.99,,0,
Headlines Diner & Grill,Healthy Omelet,19.99,,0,
Headlines Diner & Grill,Chilaquiles,19.99,100.0,3,
Headlines Diner & Grill,Big French Toast,19.99,,0,
Headlines Diner & Grill,Subscription #2,16.99,,0,
Headlines Diner & Grill,Subscription #3,16.99,,0,
Headlines Diner & Grill,Chilaquiles Verdes,19.99,,0,
Headlines Diner & Grill,Huevos Rancheros,18.25,,0,
Headlines Diner & Grill,Chorizo Plate,18.25,,0,
Headlines Diner & Grill,Chorizo Omelet,19.99,,0,
Headlines Diner & Grill,Ranchero Steak Omelet,20.99,,0,
Headlines Diner & Grill,Bakersfield Omelet,19.99,,0,
Headlines Diner & Grill,Headliner Omelet,19.99,,0,
Headlines Diner & Grill,Ham & Cheddar Omelet,19.49,,0,
Headlines Diner & Grill,Chicken N French Toast,19.99,,0,
Headlines Diner & Grill,Acai Bowl,17.99,,0,
Headlines Diner & Grill,Chicken & 3 eggs,19.49,,0,
Headlines Diner & Grill,Subscription #4,16.99,,0,
Headlines Diner & Grill,Mexican Omelet,19.99,,0,
Headlines Diner & Grill,Bruin’s special waffles,19.99,,0,
Headlines Diner & Grill,Breakfast Burrito,16.99,100.0,3,
Headlines Diner & Grill,Breakfast Sandwich,16.99,,0,
Headlines Diner & Grill,French Toast,14.99,,0,
Headlines Diner & Grill,Breakfast Steak Sriracha Burrito,16.99,,0,
Headlines Diner & Grill,Headline's Hammy Sandwich,16.99,,0,
Headlines Diner & Grill,Bagel,4.5,,0,
Headlines Diner & Grill,Hash Brown,8.99,,0,
Headlines Diner & Grill,Short Stack of Hotcakes (3),13.99,,0,
Headlines Diner & Grill,Waffles,12.5,,0,
Headlines Diner & Grill,Breakfast Machaca Burrito,16.99,,0,
Headlines Diner & Grill,Side of protein,6.99,,0,
Headlines Diner & Grill,Full Stack of Hotcakes(5),15.99,,0,
Headlines Diner & Grill,Luxe Breakfast Burrito,17.99,,0,
Headlines Diner & Grill,Breakfast Steak Burrito,17.99,,0,
Headlines Diner & Grill,Breakfast Chicken Burrito,17.49,,0,
Headlines Diner & Grill,Breakfast Ranchero Steak Burrito,16.99,,0,
Headlines Diner & Grill,Veggie Breakfast Burrito,16.99,,0,
Headlines Diner & Grill,Breakfast Panini,16.99,,0,
Headlines Diner & Grill,Al Pastor Taco,4.49,,0,
Headlines Diner & Grill,Taco Plate,15.99,,0,
Headlines Diner & Grill,Burrito,16.99,,0,
Headlines Diner & Grill,Steak Fajita Plate,18.99,,0,
Headlines Diner & Grill,Chicken Fajita Plate,17.99,,0,
Headlines Diner & Grill,Fajita Burrito,17.99,,0,
Headlines Diner & Grill,Mar Y Tierra Burrito,18.99,,0,
Headlines Diner & Grill,Cali Burrito,17.99,,0,
Headlines Diner & Grill,Torta,16.99,,0,
Headlines Diner & Grill,Asada Taco,4.49,,0,
Headlines Diner & Grill,Chicken Taco,4.49,,0,
Headlines Diner & Grill,Fish Taco,4.49,,0,
Headlines Diner & Grill,Shrimp Taco,5.99,,0,
Headlines Diner & Grill,Carne Asada Plate,20.99,,0,
Headlines Diner & Grill,Shrimp Fajita Plate,19.99,,0,
Headlines Diner & Grill,Burrito Bowl,17.99,,0,
Headlines Diner & Grill,Fajita Bowl,17.99,,0,
Headlines Diner & Grill,Vegan Fajita Burrito,16.69,,0,
Headlines Diner & Grill,Cubana Torta,18.99,,0,
Headlines Diner & Grill,Torta Milanesa,17.99,,0,
Headlines Diner & Grill,Side of Ranch Dressing,1.0,100.0,5,
Headlines Diner & Grill,Chicken Tenders,16.99,,0,
Headlines Diner & Grill,Chipotle BBQ,11.99,,0,
Headlines Diner & Grill,Buffalo Wings,11.99,66.0,3,
Headlines Diner & Grill,Chips and Guacamole,7.99,,0,
Headlines Diner & Grill,Onion Rings,11.99,,0,
Headlines Diner & Grill,French Fries,8.25,,0,
Headlines Diner & Grill,Steak Fajita Quesadilla,18.99,,0,
Headlines Diner & Grill,Cheesy Quesadilla,11.68,,0,
Headlines Diner & Grill,Asada Fries,18.99,,0,
Headlines Diner & Grill,Chips,4.99,,0,
Headlines Diner & Grill,Sweet Potato Fries,9.0,,0,
Headlines Diner & Grill,Spicy BBQ,11.99,,0,
Headlines Diner & Grill,Cheese Fries,11.99,,0,
Headlines Diner & Grill,Mango Habanero Wings,11.99,,0,
Headlines Diner & Grill,Chili Cheese Fries,13.99,,0,
Headlines Diner & Grill,Steak Nachos,18.99,,0,
Headlines Diner & Grill,Chicken Nachos,18.99,,0,
Headlines Diner & Grill,Chicken Quesadilla,17.99,,0,
Headlines Diner & Grill,Tacos Dorados,16.69,,0,
Headlines Diner & Grill,Steak Quesadilla,17.99,,0,
Headlines Diner & Grill,Mushroom Bacon Quesadilla,17.99,,0,
Headlines Diner & Grill,Veggie Quesadilla,16.99,,0,
Headlines Diner & Grill,Spicy Chicken Sandwich,16.99,,0,
Headlines Diner & Grill,Fish Sandwich,16.99,,0,
Headlines Diner & Grill,Julie's Veggie,16.99,,0,
Headlines Diner & Grill,B.L.T,15.99,,0,
Headlines Diner & Grill,Tuna Melt,16.99,100.0,4,
Headlines Diner & Grill,Press Club,16.99,,0,
Headlines Diner & Grill,Steak Sandwich,16.99,,0,
Headlines Diner & Grill,Tuna Avocado,16.99,,0,
Headlines Diner & Grill,Grilled Cheese,11.99,,0,
Headlines Diner & Grill,Teriyaki Chicken Sandwich,16.99,,0,
Headlines Diner & Grill,Pastrami Sandwich,16.99,,0,
